Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
115841,1,0,2.939,0.47,3,2,3,True,12.37,3,2,2,3.104,78.81,0
115842,3,2,3.419,17.4,0,0,3,False,14.36,7,0,10,3.828,87.47,0
115843,2,3,3.797,0.88,0,1,2,False,12.57,1,1,6,3.82,77.94,2
115844,2,4,3.476,0.05,0,0,3,True,9.38,4,1,3,3.624,66.86,1
115845,4,1,2.663,18.81,3,0,3,False,13.23,7,0,4,2.672,93.89,0
115846,1,2,2.714,5.15,0,2,2,False,13.07,1,1,5,3.394,81.83,1
115847,1,1,3.646,12.5,4,2,4,False,2.21,5,0,7,3.874,90.1,0
115848,0,3,3.238,0.76,0,2,1,False,10.01,1,1,4,3.521,92.67,1
115849,4,0,3.132,15.54,3,1,3,True,19.83,5,2,6,3.425,65.26,2
115850,2,0,3.144,6.26,1,1,2,False,9.07,3,0,6,3.271,59.62,1
115851,4,3,3.922,2.45,0,2,3,False,17.55,5,0,2,4.0,91.67,1
115852,1,4,3.509,9.72,2,1,2,False,3.25,4,1,5,3.886,91.5,2
115853,4,0,3.64,1.11,1,2,4,True,11.69,1,1,3,4.0,100.0,1
115854,3,1,2.896,1.51,4,0,5,False,13.71,4,1,5,2.905,86.73,1
115855,4,1,3.494,11.6,1,0,3,False,9.49,5,1,6,3.957,100.0,1
115856,4,3,3.218,1.86,4,2,2,False,16.07,2,0,1,3.641,69.28,1
115857,0,3,3.68,8.47,2,2,1,True,17.41,1,0,6,3.913,65.27,2
115858,2,0,3.379,23.01,4,2,3,True,10.93,6,1,5,3.565,81.77,2
115859,4,0,3.014,14.55,0,1,1,False,13.56,4,0,7,3.135,85.01,2
115860,2,3,2.63,12.6,0,1,3,True,10.74,6,1,5,2.726,80.86,2
115861,4,4,2.16,0.25,3,0,3,True,3.41,3,2,5,2.17,80.27,2
115862,3,0,3.35,2.41,3,0,3,True,7.79,1,1,1,3.249,82.67,1
115863,1,3,2.834,0.12,0,1,3,False,12.05,2,1,6,2.941,73.55,1
115864,4,4,3.797,1.22,1,0,3,True,15.49,1,1,4,4.0,100.0,1
115865,1,3,3.872,10.93,3,0,3,False,15.47,4,1,3,3.897,100.0,2
115866,4,2,3.9,18.09,2,2,3,False,16.53,6,1,6,3.892,64.28,0
115867,0,0,3.203,3.24,0,1,3,False,20.67,3,0,1,3.511,65.74,1
115868,3,2,2.442,0.47,2,0,5,True,8.1,1,1,3,2.605,83.09,2
115869,3,3,2.385,1.84,4,1,3,False,9.6,4,2,1,2.637,86.12,0
115870,2,0,2.526,5.29,0,1,2,False,15.49,4,2,4,2.663,65.23,2
115871,2,1,3.701,4.21,0,0,4,False,13.21,2,1,1,3.903,73.4,2
115872,4,0,2.262,7.76,1,2,2,False,20.75,4,0,4,2.495,80.76,1
115873,1,2,2.009,11.05,3,2,3,True,11.0,2,0,1,2.339,63.23,0
115874,1,2,3.797,2.49,2,2,4,False,8.0,4,1,1,3.831,61.41,0
115875,2,4,3.07,10.09,2,2,3,True,10.58,1,1,3,3.237,100.0,0
115876,3,2,3.663,4.67,1,1,3,False,17.26,3,1,2,3.954,79.48,1
115877,4,3,2.498,15.11,1,2,3,True,12.13,6,0,5,2.895,91.84,2
115878,4,3,3.812,3.32,1,1,2,False,20.47,4,1,5,4.0,81.32,1
115879,4,1,3.741,25.05,1,1,2,False,4.58,6,2,10,3.626,57.0,2
115880,4,1,2.609,10.01,1,2,4,True,15.33,2,2,3,2.811,78.42,0
115881,4,1,2.952,11.83,2,0,3,True,9.48,5,2,6,3.179,91.32,0
115882,1,2,2.48,32.7,0,0,3,False,2.8,8,1,4,2.25,76.19,0
115883,2,4,2.783,5.59,0,2,3,False,5.78,3,2,3,3.078,65.21,2
115884,4,4,3.496,7.52,1,0,5,True,6.86,4,0,4,3.713,100.0,1
115885,0,4,2.99,16.12,0,2,3,False,15.91,5,1,4,3.341,71.28,2
115886,4,0,2.255,3.27,1,1,2,False,10.12,3,1,3,2.47,65.56,2
115887,1,3,3.053,10.03,3,1,1,False,14.39,4,2,5,3.37,81.64,0
115888,2,3,2.481,15.74,3,1,2,True,9.66,1,1,2,2.701,63.56,1
115889,1,4,3.317,2.52,1,2,2,False,14.62,3,1,6,3.687,77.99,1
115890,3,1,3.194,13.98,0,0,3,True,6.12,3,0,5,3.613,78.08,2
115891,4,2,3.643,18.69,4,1,3,True,6.75,7,2,9,3.78,59.84,0
115892,1,0,3.328,8.62,2,2,4,False,7.52,3,2,1,3.33,85.87,2
115893,0,0,3.219,6.32,0,1,1,False,16.98,5,1,6,3.369,91.84,1
115894,1,0,3.673,15.83,3,2,3,True,10.63,3,2,6,3.735,67.48,2
115895,4,0,3.054,4.49,1,1,3,False,9.66,2,1,7,3.123,58.91,2
115896,2,1,2.609,10.55,1,2,2,False,9.12,1,0,4,2.582,61.23,0
115897,1,3,3.826,8.15,3,2,3,True,15.14,5,0,1,4.0,78.06,1
115898,3,0,2.448,8.03,2,1,2,False,5.23,2,1,6,2.786,53.0,2
115899,4,4,3.379,30.49,3,0,4,True,9.48,8,0,8,4.0,82.06,0
115900,4,2,2.537,3.36,1,2,2,True,15.86,5,1,6,2.68,74.2,0
115901,2,1,3.316,22.42,0,1,3,True,12.16,6,2,7,3.477,81.49,0
115902,4,4,3.152,4.91,2,0,3,True,2.24,5,1,7,3.091,71.54,1
115903,4,2,3.508,21.1,3,2,5,True,17.65,5,2,10,3.744,77.22,2
115904,4,1,3.687,40.0,1,1,3,True,8.47,9,2,10,3.81,49.81,0
115905,4,3,2.887,1.62,0,1,2,True,10.28,1,1,2,2.997,67.65,2
115906,4,1,3.459,10.3,1,0,4,False,10.66,2,1,3,4.0,100.0,2
115907,3,4,3.48,2.71,3,1,1,True,8.93,4,2,3,3.763,86.01,2
115908,4,3,3.271,1.5,2,2,3,True,13.31,2,1,4,3.494,96.32,2
115909,4,0,3.351,14.42,0,1,3,False,1.89,4,1,7,3.505,73.14,2
115910,4,2,3.182,1.42,1,1,1,False,19.23,1,1,2,3.526,97.45,1
115911,3,4,2.757,11.57,4,2,3,True,14.25,2,1,3,3.049,73.47,0
115912,0,3,3.599,1.16,1,0,3,True,7.81,1,1,5,4.0,84.64,2
115913,0,0,2.645,7.1,0,0,3,True,6.55,3,1,8,2.733,76.41,2
115914,4,3,3.53,14.45,1,1,1,True,13.76,5,2,3,4.0,62.19,2
115915,0,3,3.666,10.04,3,1,2,True,16.28,4,1,2,3.992,72.72,1
115916,2,1,3.422,6.26,4,2,3,True,18.28,2,0,5,3.914,56.8,1
115917,4,3,2.349,1.47,3,2,3,True,1.0,1,1,6,2.481,88.63,2
115918,1,2,3.221,9.45,4,1,2,False,14.89,4,2,2,3.241,77.03,2
115919,0,3,2.706,3.02,0,2,4,True,11.26,4,1,5,2.715,73.08,0
115920,0,4,2.478,12.87,0,2,2,True,8.97,5,2,8,2.678,65.31,2
115921,3,3,3.682,7.6,2,2,2,False,12.3,4,1,6,4.0,81.42,2
115922,3,3,3.838,7.27,1,1,2,True,6.79,4,2,2,4.0,70.41,2
115923,4,4,3.053,4.35,1,1,1,False,11.65,3,2,6,3.279,57.41,1
115924,2,1,2.942,16.9,0,0,3,True,14.79,7,1,6,3.526,82.93,0
115925,4,4,2.775,0.82,1,1,2,True,16.92,5,2,3,2.955,72.68,2
115926,3,0,3.449,23.06,1,1,2,True,6.91,4,1,6,4.0,70.41,1
115927,4,4,3.668,13.01,1,0,3,True,7.61,6,1,3,4.0,93.53,1
115928,0,0,3.774,0.1,0,1,2,False,5.84,5,1,9,3.753,59.19,1
115929,2,4,2.795,5.79,0,1,3,True,6.97,5,0,3,2.75,63.39,1
115930,2,0,2.927,5.29,2,2,4,False,11.85,3,1,3,2.856,100.0,2
115931,4,2,3.586,8.36,0,2,3,True,8.61,6,1,7,3.802,69.47,2
115932,2,3,3.698,0.97,0,2,3,False,2.45,2,2,1,3.581,71.43,1
115933,3,0,2.85,31.04,3,2,1,True,3.52,7,2,8,2.846,59.35,0
115934,4,2,2.739,40.0,1,0,3,True,15.81,10,2,10,3.424,63.81,0
115935,2,0,3.452,0.48,1,1,3,True,24.21,1,1,4,3.681,84.32,1
115936,4,1,2.758,5.31,2,1,3,False,5.16,1,1,1,2.803,44.71,0
115937,2,1,2.384,9.76,1,2,3,False,13.24,4,1,1,2.668,65.7,0
115938,4,2,3.387,10.06,1,0,3,True,10.64,4,0,5,3.799,96.25,2
115939,4,3,2.557,27.11,1,0,3,True,10.02,6,0,5,3.1,60.52,2
115940,3,2,2.446,2.48,4,2,2,False,18.32,1,1,1,2.65,79.2,1
115941,2,4,3.431,2.38,0,2,3,False,14.02,3,1,5,3.622,55.47,1
115942,4,4,3.899,32.73,2,0,4,True,6.49,6,1,5,3.655,77.17,0
115943,1,3,3.122,2.45,3,2,2,False,8.99,5,0,5,3.105,54.23,1
115944,4,2,2.911,3.45,1,1,1,True,23.45,4,1,2,3.062,80.64,0
115945,4,1,2.199,2.39,4,2,4,True,10.46,2,2,5,2.356,56.55,1
115946,1,1,3.26,6.54,0,0,4,True,13.07,5,1,5,3.74,100.0,0
115947,4,0,3.932,14.56,1,1,1,False,1.87,8,0,5,4.0,63.54,0
115948,1,2,3.25,3.31,3,1,3,True,3.63,1,0,3,3.279,69.36,2
115949,2,2,2.782,7.65,0,1,2,False,4.96,2,1,4,3.014,65.74,1
115950,0,1,3.154,8.8,0,2,1,True,8.68,5,1,7,3.453,71.91,1
115951,3,3,2.807,0.63,1,2,3,True,4.86,1,1,6,2.963,100.0,1
115952,4,2,2.599,2.24,1,1,3,True,13.45,2,0,2,2.954,80.31,2
115953,2,3,2.738,5.2,0,2,2,False,12.49,3,2,7,3.111,71.97,1
115954,2,4,3.386,10.44,3,2,3,False,12.84,3,1,5,3.726,83.25,2
115955,4,1,3.649,0.45,1,1,3,False,13.8,3,0,5,3.889,79.57,1
115956,0,0,3.276,2.3,4,0,4,True,7.35,2,0,2,3.065,91.49,1
115957,0,0,3.523,2.79,2,2,4,False,21.13,4,1,4,3.561,55.31,1
115958,2,4,3.018,8.21,0,1,3,False,10.73,3,2,4,3.292,67.9,1
115959,1,0,2.874,10.47,2,2,2,False,15.58,5,0,7,3.211,82.29,2
115960,4,2,3.337,0.75,4,2,2,True,9.96,2,1,5,3.335,90.12,2
115961,1,0,3.675,37.74,1,0,3,True,3.56,8,1,7,3.995,91.14,2
115962,0,2,2.544,3.98,2,0,3,True,11.7,3,0,4,2.644,67.25,2
115963,1,4,3.139,22.09,2,2,3,True,1.0,9,0,6,2.483,77.83,2
115964,4,0,3.428,0.09,3,0,3,False,18.98,3,1,3,3.417,82.67,1
115965,1,2,2.962,4.33,3,0,3,False,10.77,1,0,3,3.173,74.7,1
115966,2,1,3.405,1.95,3,1,3,True,15.07,2,2,5,3.484,66.86,2
115967,1,3,3.617,1.9,0,0,4,False,7.93,4,0,4,3.784,86.97,0
115968,2,0,3.723,0.35,2,2,2,False,12.28,4,1,5,3.908,49.45,2
115969,2,2,3.839,5.57,0,2,2,False,10.11,4,2,5,3.862,93.34,1
115970,1,1,2.73,6.33,1,0,3,False,4.77,2,0,3,3.041,94.77,2
115971,3,2,3.16,0.52,4,2,4,True,4.32,3,1,5,3.326,78.98,1
115972,4,2,3.847,24.76,3,2,5,False,17.99,5,1,4,4.0,75.62,1
115973,3,1,3.329,14.06,1,1,2,True,1.0,4,1,1,3.462,70.8,0
115974,1,0,3.414,1.36,1,0,3,False,5.95,2,1,1,3.404,73.23,2
115975,1,3,3.432,3.45,3,1,2,False,5.77,1,2,5,3.885,75.77,2
115976,0,4,2.496,8.02,4,2,4,False,8.89,1,0,1,2.675,77.85,2
115977,2,1,3.484,8.51,1,1,3,True,15.75,6,1,4,3.84,62.49,2
115978,0,0,3.077,32.77,3,1,2,False,16.79,9,1,4,3.641,61.69,0
115979,4,1,3.618,5.66,1,2,2,False,8.7,4,0,4,3.944,96.49,1
115980,4,3,3.123,14.99,2,2,4,True,11.47,5,0,4,3.766,71.0,0
115981,1,4,3.32,2.73,0,2,2,False,13.76,1,1,1,3.516,77.41,1
115982,3,3,3.676,4.4,3,2,3,True,23.39,3,1,4,4.0,69.52,1
115983,3,1,3.712,2.49,1,0,3,True,5.83,1,1,3,3.723,86.97,2
115984,1,0,3.549,40.0,3,1,1,True,4.81,9,1,4,3.68,51.95,0
115985,1,1,3.306,3.26,3,2,2,True,6.75,4,1,6,3.332,82.84,1
115986,2,4,3.429,33.5,0,1,3,True,17.53,5,2,9,3.49,48.61,0
115987,3,0,2.699,7.72,1,1,1,False,23.17,4,2,6,2.991,68.25,0
115988,2,0,3.906,12.45,3,2,2,True,12.12,5,1,5,3.783,70.34,0
115989,1,1,3.861,3.2,2,1,2,False,6.08,3,0,2,4.0,75.4,2
115990,1,1,2.834,9.45,3,2,2,True,5.25,4,2,4,3.027,80.5,1
115991,1,1,3.219,0.53,3,2,1,True,14.23,1,1,4,3.386,80.19,2
115992,2,2,2.887,13.58,1,2,4,False,4.54,5,0,4,3.14,80.06,2
115993,3,1,2.771,1.13,3,0,5,False,10.79,4,1,6,3.018,98.82,2
115994,1,4,3.258,4.28,3,1,1,False,5.5,1,1,5,3.338,62.71,2
115995,3,0,3.211,10.15,0,2,3,False,13.51,3,1,7,3.39,75.41,1
115996,4,4,2.975,3.13,0,0,5,True,13.53,4,1,9,3.201,59.86,2
115997,1,1,2.682,4.41,2,1,1,False,7.68,2,1,6,2.772,75.44,2
115998,1,2,2.654,0.75,4,0,4,True,16.07,4,2,6,2.988,58.65,2
115999,1,4,2.175,0.79,3,2,2,False,11.33,2,0,6,2.143,70.59,2
116000,3,2,2.833,9.39,4,1,2,True,8.03,3,1,4,3.043,72.47,2
116001,4,2,2.31,40.0,0,2,3,True,13.95,7,1,3,2.614,80.65,2
116002,4,0,2.675,17.06,0,0,3,False,11.74,6,0,5,2.932,84.41,0
116003,2,0,3.903,8.73,3,1,1,False,13.86,1,1,5,4.0,94.0,0
116004,4,0,3.323,23.7,2,2,3,False,11.16,4,2,6,3.093,80.53,2
116005,3,4,2.794,3.73,4,2,2,True,15.89,1,2,4,2.984,88.24,2
116006,4,3,3.194,9.73,4,2,3,True,3.84,5,2,6,3.318,64.17,2
116007,2,0,2.791,1.77,2,1,2,False,9.95,4,2,6,2.893,59.53,2
116008,4,2,3.278,17.39,1,1,3,False,18.88,3,0,1,3.724,80.98,2
116009,1,3,2.939,15.31,2,1,2,True,13.69,5,1,1,3.019,47.08,0
116010,2,2,2.882,1.55,0,1,1,True,18.98,1,1,4,3.135,71.91,1
116011,4,0,2.786,23.47,4,0,5,True,15.48,7,0,10,2.748,64.25,2
116012,2,4,3.316,2.97,0,0,5,False,8.59,3,1,1,3.555,74.65,0
116013,2,2,2.879,8.98,1,2,1,True,11.25,4,2,7,3.381,74.13,0
116014,3,4,2.769,13.11,4,0,3,False,15.59,2,0,5,3.001,87.95,2
116015,4,2,3.186,4.13,2,1,1,False,19.09,1,0,2,3.412,85.3,2
116016,1,2,3.97,1.95,1,1,2,False,17.4,3,1,2,4.0,59.67,1
116017,3,0,2.414,8.66,4,0,5,False,6.06,3,0,4,2.526,59.54,2
116018,0,3,3.767,3.98,0,0,3,False,13.0,3,2,1,3.81,81.5,1
116019,3,0,2.186,3.01,4,0,5,False,19.41,3,1,8,2.617,100.0,2
116020,3,2,2.092,1.26,1,1,2,False,13.13,4,1,4,2.154,73.12,1
116021,2,3,3.619,5.69,3,1,2,True,9.82,1,0,3,3.689,66.06,2
116022,1,3,3.592,5.52,4,1,2,False,7.54,2,1,6,3.95,61.9,2
116023,4,2,2.019,5.53,1,1,2,True,23.25,6,1,4,2.565,72.97,0
116024,2,3,3.225,9.15,0,1,3,False,5.05,3,2,1,3.259,71.35,0
116025,0,3,2.167,0.47,0,2,2,False,11.48,2,0,3,2.326,97.63,2
116026,1,4,3.391,4.66,2,0,5,False,7.32,1,0,5,3.511,86.8,2
116027,1,1,3.49,2.19,0,1,1,False,14.4,3,2,4,3.752,63.32,1
116028,1,0,3.614,8.76,2,2,4,True,14.25,2,2,6,3.607,88.87,1
116029,4,4,3.457,19.87,0,0,5,True,1.0,4,1,5,3.435,82.52,0
116030,3,3,3.022,14.93,2,2,3,False,9.03,5,1,5,2.979,90.12,1
116031,2,1,3.618,0.33,4,0,5,True,8.45,1,1,3,3.477,69.27,2
116032,4,4,3.767,7.22,0,2,3,True,14.76,4,1,5,4.0,82.42,2
116033,0,2,2.572,4.28,3,2,2,True,7.36,6,0,6,2.857,81.71,1
116034,2,0,3.472,1.72,0,1,2,False,7.49,4,0,5,3.612,86.99,2
116035,0,4,3.794,1.61,2,1,2,False,3.5,2,1,5,3.777,60.93,2
116036,1,4,3.748,19.98,1,2,3,False,12.67,7,1,6,4.0,67.48,0
116037,2,3,3.707,5.29,3,1,2,True,12.89,1,2,1,3.936,58.72,2
116038,0,0,3.1,3.97,0,1,3,False,9.36,6,0,6,2.962,56.01,2
116039,1,0,3.536,1.49,1,1,1,False,12.79,1,1,2,3.483,73.63,1
116040,2,2,2.44,2.62,3,2,4,False,14.26,2,0,5,2.545,47.85,2
116041,4,4,3.421,14.7,4,2,4,False,17.3,4,2,7,3.732,64.5,0
116042,3,0,3.518,5.67,4,0,3,True,17.56,5,1,7,3.995,44.93,1
116043,4,4,3.347,7.87,0,1,1,True,20.25,2,0,4,3.341,70.07,1
116044,0,1,3.441,6.8,3,0,3,False,1.62,5,1,6,3.637,75.95,2
116045,2,2,2.354,9.69,3,2,4,False,11.9,4,0,6,2.485,76.25,1
116046,1,0,3.832,9.12,0,2,3,False,14.32,3,0,2,3.929,78.58,1
116047,3,0,3.284,13.7,4,2,1,True,17.89,3,1,5,3.628,73.39,2
116048,4,0,2.951,4.23,4,2,2,False,4.18,4,1,5,2.76,62.57,0
116049,1,4,3.409,4.13,4,1,3,False,28.33,4,0,4,3.828,78.87,1
116050,0,1,2.741,8.58,0,2,2,False,19.85,6,1,5,3.167,66.6,2
116051,0,3,3.664,4.09,4,2,1,False,15.22,2,1,1,3.756,75.99,2
116052,1,4,2.996,0.86,2,2,4,False,3.3,3,1,3,2.747,71.58,2
116053,1,3,3.506,2.97,2,2,2,False,12.15,1,2,6,3.592,84.0,1
116054,0,3,2.176,1.1,1,0,3,True,15.27,1,1,1,2.798,79.65,2
116055,0,2,3.79,2.36,1,1,1,True,15.75,1,1,2,4.0,93.05,1
116056,0,4,3.392,1.43,3,2,3,False,9.45,3,0,3,3.503,65.92,2
116057,2,0,2.27,5.42,1,2,5,False,7.73,4,0,1,2.281,72.66,2
116058,3,4,3.585,8.8,4,2,2,True,13.21,2,1,3,3.496,87.04,2
116059,2,4,3.041,6.65,0,1,2,False,8.59,3,1,7,3.079,65.97,2
116060,4,3,3.267,9.06,1,0,4,False,19.94,5,0,4,3.543,96.84,2
116061,2,2,2.267,12.15,1,2,3,False,6.74,4,1,4,2.546,62.88,0
116062,4,0,3.112,4.72,4,1,3,False,12.24,3,0,5,3.484,73.65,2
116063,4,0,2.554,17.36,1,1,3,True,10.66,7,0,1,2.984,64.29,0
116064,4,2,3.585,4.56,1,1,2,True,10.65,3,0,4,3.602,96.32,1
116065,4,3,3.448,22.06,1,1,2,True,8.71,6,0,3,3.664,69.24,0
116066,1,3,3.569,5.97,1,1,1,True,18.83,2,1,1,4.0,84.86,1
116067,4,3,2.41,8.33,4,0,4,False,3.66,5,2,5,2.548,65.96,2
116068,4,3,3.327,7.45,2,2,4,False,8.21,1,1,4,3.516,79.74,0
116069,4,2,3.686,25.48,1,2,1,True,5.05,7,0,5,3.925,86.54,2
116070,4,1,3.677,1.06,1,0,5,True,10.5,2,2,2,4.0,83.29,2
116071,4,2,2.395,3.76,1,2,2,False,20.38,1,1,7,2.724,86.88,1
116072,1,0,3.048,0.07,3,2,4,False,8.79,2,1,7,3.182,74.25,1
116073,3,4,3.686,20.33,1,1,2,False,12.57,3,1,3,4.0,64.29,2
116074,3,4,3.644,13.85,4,1,1,True,9.9,4,0,4,4.0,69.74,2
116075,3,4,2.529,3.56,0,0,4,True,11.96,2,0,1,2.915,66.72,1
116076,4,3,2.781,32.31,4,0,3,False,13.57,8,1,10,3.19,89.06,0
116077,4,3,3.786,10.11,0,1,3,True,13.73,5,1,5,4.0,80.45,2
116078,4,4,3.08,0.25,1,1,2,True,5.23,1,0,3,3.123,59.76,1
116079,0,4,3.092,4.42,4,2,2,False,6.29,4,1,7,3.295,69.7,2
116080,4,2,2.547,6.26,3,0,3,True,6.66,5,0,7,2.817,87.64,0
116081,1,0,3.051,7.86,3,0,3,True,7.77,3,1,6,3.45,99.79,2
116082,4,3,3.676,23.17,2,2,2,False,17.12,7,1,7,3.696,67.14,2
116083,4,0,3.375,34.06,0,0,3,False,1.32,7,1,5,3.313,49.3,0
116084,3,1,2.306,22.39,3,1,1,False,10.73,6,1,5,2.528,56.42,0
116085,0,4,3.051,4.38,1,1,1,False,14.86,4,0,3,3.309,44.67,2
116086,0,4,3.71,2.64,0,0,5,False,16.82,2,2,6,3.954,76.79,2
116087,1,3,2.938,7.01,0,0,3,False,11.79,2,1,5,3.151,92.83,1
116088,3,2,3.279,0.66,4,2,1,True,19.7,2,1,3,3.589,82.09,1
116089,1,0,2.713,4.88,0,1,1,False,1.59,3,0,2,2.567,63.07,2
116090,3,3,3.357,5.76,2,1,1,True,18.44,6,1,1,3.958,88.98,2
116091,4,2,2.754,7.39,1,0,3,True,8.54,4,0,5,3.185,87.54,2
116092,1,0,3.235,6.79,3,1,2,False,7.84,2,0,2,3.528,80.04,1
116093,1,3,3.369,1.39,2,2,4,False,10.36,4,1,1,3.519,68.2,2
116094,2,0,3.756,11.71,0,1,2,True,4.09,1,1,1,3.889,73.25,1
116095,3,1,3.494,6.34,4,1,2,False,15.01,2,1,5,3.823,74.85,2
116096,3,2,3.468,1.21,4,2,1,False,6.09,1,1,4,3.62,47.7,2
116097,2,3,2.291,8.61,1,0,4,False,12.81,2,1,2,2.893,87.46,1
116098,2,2,3.674,3.56,4,0,3,False,6.02,2,1,4,4.0,84.78,1
116099,2,0,3.497,7.89,0,2,3,False,11.45,6,1,6,3.546,77.01,2
116100,0,3,2.619,0.98,0,2,2,False,14.14,3,1,2,3.043,77.8,0
116101,1,4,3.313,3.81,3,1,2,False,12.42,3,1,2,3.282,80.24,1
116102,4,3,3.054,3.14,4,2,2,False,20.98,3,2,2,3.758,82.38,1
116103,1,4,3.641,12.57,3,2,3,True,16.13,6,1,4,4.0,82.85,1
116104,4,4,3.335,7.12,2,1,1,False,9.42,2,1,1,3.297,77.59,1
116105,0,2,2.952,14.37,3,1,2,True,13.28,7,2,4,3.209,70.59,2
116106,2,3,2.871,5.62,0,2,1,True,11.47,3,1,1,3.436,80.65,1
116107,2,2,3.702,8.64,0,1,2,True,9.21,2,1,6,3.922,78.21,2
116108,0,0,2.252,2.69,2,1,3,False,10.49,4,2,5,2.288,63.21,1
116109,4,3,2.782,6.69,3,1,1,True,17.07,5,0,3,3.314,85.54,2
116110,4,2,3.544,2.68,3,2,2,False,21.77,1,1,2,3.721,75.33,2
116111,2,2,3.257,2.33,4,1,3,True,12.79,1,1,2,3.518,94.37,2
116112,4,4,1.691,15.29,4,2,4,False,1.0,4,0,3,1.796,84.03,2
116113,2,2,3.75,13.11,0,2,2,True,8.61,3,2,4,3.78,68.44,2
116114,3,4,3.293,4.03,4,2,3,False,7.22,4,1,5,3.162,66.09,2
116115,0,0,2.953,3.6,0,0,3,True,3.85,3,1,7,3.064,81.53,1
116116,3,3,3.595,3.82,1,1,1,False,12.16,4,1,4,3.761,69.7,1
116117,3,3,2.483,2.22,4,1,2,True,10.0,3,1,6,2.59,60.29,1
116118,2,3,2.269,8.29,1,2,3,False,11.54,3,1,5,2.326,100.0,2
116119,4,0,3.752,3.08,4,2,2,False,8.51,3,1,2,4.0,59.12,1
116120,4,3,3.527,6.72,2,2,1,True,15.71,2,0,8,3.839,98.34,0
116121,0,4,3.426,7.85,0,2,1,False,13.12,4,1,3,3.796,77.19,1
116122,1,3,3.177,1.28,3,1,2,False,2.37,2,0,3,2.963,76.37,2
116123,4,4,3.524,30.11,1,1,2,False,13.33,8,2,6,3.68,69.57,2
116124,2,0,3.479,10.17,1,2,2,False,1.68,7,1,7,3.537,65.14,2
116125,1,1,2.404,11.31,3,1,2,False,7.95,4,0,5,2.755,74.82,1
116126,1,0,3.283,9.62,3,2,2,False,20.13,2,0,4,3.886,64.44,0
116127,3,3,3.017,0.91,4,1,2,False,4.05,2,1,3,2.981,85.9,1
116128,2,0,3.461,0.17,0,0,3,False,13.91,3,1,3,3.636,71.37,1
116129,3,3,2.867,7.7,2,0,3,False,2.58,5,1,3,3.133,74.83,2
116130,2,0,2.53,3.86,4,2,2,True,10.27,3,1,5,2.788,66.39,2
116131,1,2,3.484,1.26,3,1,1,False,13.82,4,2,3,3.818,72.5,2
116132,3,0,3.257,8.36,4,1,2,True,11.91,2,1,4,3.634,64.19,2
116133,3,1,3.388,5.77,4,0,3,False,18.49,2,1,4,3.511,67.9,2
116134,4,4,3.347,0.18,1,1,1,False,4.15,1,1,1,3.36,69.09,1
116135,4,0,2.501,1.72,4,1,3,False,11.96,2,0,4,2.466,49.83,1
116136,2,2,3.766,13.11,2,2,5,True,14.24,3,2,5,3.852,71.94,0
116137,2,2,2.262,4.02,0,0,5,True,17.1,3,2,4,2.541,85.52,2
116138,1,1,2.142,2.83,2,1,3,False,8.33,1,2,2,2.025,85.15,2
116139,3,2,3.141,13.85,3,0,5,False,12.6,2,0,1,3.308,80.88,0
116140,4,4,3.868,40.0,3,0,4,True,12.77,10,0,6,4.0,81.17,0
116141,2,2,2.761,8.11,0,1,1,False,6.99,2,0,2,3.017,67.28,2
116142,4,1,3.844,2.11,3,0,4,True,13.91,2,0,3,4.0,100.0,0
116143,3,2,3.998,10.63,4,0,4,False,17.4,6,2,7,4.0,100.0,2
116144,3,3,2.372,1.09,4,1,3,False,9.35,4,1,5,2.655,57.05,2
116145,2,3,3.025,11.89,0,1,3,False,8.94,6,1,6,3.22,92.84,2
116146,4,1,3.23,17.16,1,2,3,True,19.59,5,1,2,3.47,100.0,0
116147,0,3,3.566,7.14,4,1,1,False,13.82,2,0,5,3.625,74.15,0
116148,1,1,3.021,3.84,2,2,1,True,16.44,1,2,4,3.307,75.31,1
116149,2,4,3.185,2.17,0,0,5,False,12.25,4,0,6,3.33,83.4,1
116150,3,0,2.85,19.79,2,0,5,True,7.87,5,0,5,2.628,64.66,0
116151,3,0,3.424,11.17,4,1,2,True,8.55,6,2,10,3.375,77.1,2
116152,1,1,2.212,0.0,2,2,2,True,12.8,1,2,4,2.377,65.85,0
116153,1,3,2.898,4.16,3,0,3,True,11.97,1,2,1,2.983,72.58,2
116154,4,3,3.559,8.27,2,2,5,True,15.85,5,1,5,4.0,78.76,0
116155,1,0,3.225,3.37,3,2,1,False,10.94,2,0,4,3.574,69.36,2
116156,2,4,3.513,4.67,0,0,3,True,15.8,2,1,3,4.0,85.36,1
116157,2,3,2.905,21.08,0,2,4,True,7.06,5,2,10,3.121,58.62,0
116158,4,4,3.25,12.52,4,2,2,True,9.76,5,2,6,3.196,77.32,0
116159,4,2,2.946,13.01,1,1,3,True,17.45,6,1,7,3.506,80.29,2
116160,4,2,3.448,12.61,1,1,1,True,1.0,3,0,3,3.623,76.63,2
116161,1,4,3.439,9.25,0,2,4,False,4.43,6,1,5,3.505,66.37,2
